Semester Description,Program Start Date,Program Tuition Fee,Program Title,Primary Contact City
Fall 2024,2024-09-28,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 9/28 1-4pm| Fall 2024,DIX HILLS
Fall 2024,2024-09-10,206.0,Open Studio Long Poses with Donna Harlow Moraff | Tue 1pm-4pm | 9/10-10/15 | Fall 2024,Smithtown
Fall 2024,2024-09-12,473.0,Beyond Beginner 202 Ceramics with Amy Tischler | Thurs 6-9 pm | 9/12 - 10/17 | Fall 2024,Huntington
Fall 2024,2024-09-11,175.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 9/11-10/16 | Fall 2024,East Meadow
Fall 2024,2024-09-10,280.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 9/10-10/15 | Fall 2024,Dix Hills
Fall 2024,2024-09-10,280.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 9/10-10/15 | Fall 2024,Dix Hills
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,East Setauket
Fall 2024,2024-09-11,280.0,Landscape and Nature Photography with Keith Krejci | Wed 6:30-8:30pm | 9/11-10/16 | Fall 2024,Dix Hills
Fall 2024,2024-09-11,448.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 9:30am - 12:30pm | 9/11-10/16 | Fall 2024,PALM BEACH GARDENS
Fall 2024,2024-09-12,473.0,Beyond Beginner 202 Ceramics with Amy Tischler | Thurs 6-9 pm | 9/12 - 10/17 | Fall 2024,South Salem
Fall 2024,2024-09-28,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 9/28 1-4pm| Fall 2024,Huntington Station
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,Commack
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,Deer Park
Fall 2024,2024-09-11,448.0,Handbuilding - Plan to Technique with Laura Peters | Wed 1-4pm | 9/11-10/16| Fall 2024,Melville
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Commack
Fall 2024,2024-09-12,430.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 9/12-10-17 | Fall 2024,Setauket
Fall 2024,2024-10-20,160.0,Raku Firing Workshop with Jeff Gomez | Sunday 10/20 8:30am-5:00pm | Fall 2024,Huntington
Fall 2024,2024-09-10,280.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 9/10-10/15 | Fall 2024,Rocky Point
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Commack
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,Dix Hills
Fall 2024,2024-10-22,170.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 10/22-11/19 | Fall 2024,Dix Hills
Fall 2024,2024-11-26,170.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 11/26-12/17| Fall 2024,Dix Hills
Fall 2024,2024-09-11,280.0,Landscape and Nature Photography with Keith Krejci | Wed 6:30-8:30pm | 9/11-10/16 | Fall 2024,Medford
Fall 2024,2024-09-10,206.0,Open Studio Long Poses with Donna Harlow Moraff | Tue 1pm-4pm | 9/10-10/15 | Fall 2024,Centerport
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,Dix Hills
Fall 2024,2024-09-13,430.0,Art of the Forest: Painting Trees with Shain Bard | Fri 10am-1pm | 9/13-10/18 | Fall 2024,Huntington Station
Fall 2024,2024-10-22,194.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 10/22-11/19 | Fall 2024,Huntington Station
Fall 2024,2024-10-31,317.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 10/31-11/21 | Fall 2024,patchogue
Fall 2024,2024-10-26,292.0,Atelier Drawing and Painting with Bill Graf | Saturdays 10am-1pm |10/26-11/16 | Fall 2024,Babylon
Fall 2024,2024-09-12,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 9/12-10/24 | Fall 2024,Sayville
Fall 2024,2024-09-11,448.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 9:30am - 12:30pm | 9/11-10/16 | Fall 2024,Huntington Station
Fall 2024,2024-09-12,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 9/12-10/17 | Fall 2024,East Northport
Fall 2024,2024-09-12,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 9/12-10/17 | Fall 2024,Old Bethpage
Fall 2024,2024-09-14,215.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 9/14 - 10/19 | Fall 2024,East Northport
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Stony Brook
Fall 2024,2024-09-12,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 9/12-10/17 | Fall 2024,Centerport
Fall 2024,2024-10-24,345.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 10/24-11/21 |Fall 2024,St. James
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 9/12-10/17 |Fall 2024,St. James
Fall 2024,2024-09-12,430.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 9/12-10-17 | Fall 2024,Northport
Fall 2024,2024-09-11,448.0,Handbuilding - Plan to Technique with Laura Peters | Wed 1-4pm | 9/11-10/16| Fall 2024,Northport
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 9/12-10/17 |Fall 2024,Bellmore
Fall 2024,2024-09-12,430.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 9/12-10-17 | Fall 2024,Garden City
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 9/12-10/17 | Fall 2024,East Islip
Fall 2024,2024-10-10,260.0,Graphic Storybook Workshop with Jay Stuart | Thursdays 6pm- 9pm | 10/10-10/24 | Fall 2024,Hauppauge
Fall 2024,2024-09-10,206.0,Open Studio Long Poses with Donna Harlow Moraff | Tue 1pm-4pm | 9/10-10/15 | Fall 2024,Holbrook
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Ronkonkoma
Fall 2024,2024-09-13,498.0,Intermediate Wheel Throwing with Jesus Antoshka | Fridays 10am-1pm | 9/13-10/18 | Fall 2024,Northport
Fall 2024,2024-09-12,175.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 9/12-10/17 | Fall 2024,NORTHPORT
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,Dix hills
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Seaford
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Copiague
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 9/12-10/17 | Fall 2024,Smithtown
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Saint James
Fall 2024,2024-09-12,175.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 9/12-10/17 | Fall 2024,Huntington station
Fall 2024,2024-09-14,448.0,Atelier Drawing and Painting with Bill Graf | Saturdays 10am-1pm | 9/14-10/19 | Fall 2024,Central Islip
Fall 2024,2024-10-29,150.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 10/29-11/19 | Fall 2024,Commack
Fall 2024,2024-09-12,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 9/12-10/24 | Fall 2024,Hauppauge
Fall 2024,2024-09-11,448.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 6pm-9pm | 9/11-10/16 | Fall 2024,Melville
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,DIX HILLS
Fall 2024,2024-09-28,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 9/28 1-4pm| Fall 2024,DIX HILLS
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Merrick
Fall 2024,2024-09-14,448.0,Atelier Drawing and Painting with Bill Graf | Saturdays 10am-1pm | 9/14-10/19 | Fall 2024,Wantagh
Fall 2024,2024-09-12,225.0,Wheel Throwing for Teens with Ruth Lowenberg | Thursdays 3:30pm-5:00pm | 9/12-10/17 | Fall 2024,Elwood
Fall 2024,2024-09-13,430.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 9/13-10/18 | Fall 2024,Elwood
Fall 2024,2024-09-12,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 9/12-10/17 | Fall 2024,Elwood
Fall 2024,2024-09-11,448.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 9:30am - 12:30pm | 9/11-10/16 | Fall 2024,LLoyd Harbor
Fall 2024,2024-09-12,473.0,Beyond Beginner 202 Ceramics with Amy Tischler | Thurs 6-9 pm | 9/12 - 10/17 | Fall 2024,Dix Hills
Fall 2024,2024-09-10,448.0,Beginners 101 Ceramics with Amy Tischler | Tues 6-9 pm | 9/10 - 10/15 | Fall 2024,Melville
Fall 2024,2024-09-19,260.0,Embroidery Workshop with Betty Lynn Tims | Thursdays 6-9pm| 9/19-10/3| Fall 2024,Commack
Fall 2024,2024-09-12,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 9/12-10/17 | Fall 2024,Lindenhurst
Fall 2024,2024-09-13,430.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 9/13-10/18 | Fall 2024,smithtown
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 9/12-10/17 |Fall 2024,Rockaway Park
Fall 2024,2024-09-10,448.0,Beginners 101 Ceramics with Amy Tischler | Tues 6-9 pm | 9/10 - 10/15 | Fall 2024,East Northport
Fall 2024,2024-10-26,292.0,Atelier Drawing and Painting with Bill Graf | Saturdays 10am-1pm |10/26-11/16 | Fall 2024,Babylon
Fall 2024,2024-11-02,395.0,All Levels Silversmithing with Marla Mencher | Saturdays 9:30am-1:30pm | 11/2-11/23 | Fall 2024,Pittsboro
Fall 2024,2024-09-10,280.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 9/10-10/15 | Fall 2024,Babylon
Fall 2024,2024-09-12,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 9/12-10/17 | Fall 2024,Babylon
Fall 2024,2024-10-29,150.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 10/29-11/19 | Fall 2024,Holbrook
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,Dix Hills
Fall 2024,2024-10-22,170.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 10/22-11/19 | Fall 2024,Dix Hills
Fall 2024,2024-09-14,215.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 9/14 - 10/19 | Fall 2024,Patchogue
Fall 2024,2024-09-09,448.0,Wheel 102 with Sophie Yoon | Mondays 6pm-9pm | 9/9-10/14 | Fall 2024,East Northport
Fall 2024,2024-09-11,465.0,Wax Carving Intensive with Jen Salta| Wednesday 6-9 pm | 9/11 - 10/16 | Fall 2024,Amityville
Fall 2024,2024-10-26,130.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:30pm | 10/26-11/16 | Fall 2024,Northport
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 9/12-10/17 |Fall 2024,Stony Brook
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,East northport
Fall 2024,2024-10-29,150.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 10/29-11/19 | Fall 2024,Glen Head
Fall 2024,2024-09-09,448.0,Wheel 102 with Sophie Yoon | Mondays 6pm-9pm | 9/9-10/14 | Fall 2024,Melville
Fall 2024,2024-10-24,345.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 10/24-11/21 | Fall 2024,HUNTINGTON
Fall 2024,2024-09-12,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 9/12-10/24 | Fall 2024,Smithtown
Fall 2024,2024-10-24,237.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 10/24-11/21 | Fall 2024,Bay Shore
Fall 2024,2024-09-10,280.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 9/10-10/15 | Fall 2024,Lloyd Harbor
Fall 2024,2024-10-23,360.0,Handbuilding - Plan to Technique with Laura Peters | Wed 1-4pm | 10/23-11/20| Fall 2024,Muttontown
Fall 2024,2024-09-12,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 9/12-10/17 | Fall 2024,Dix Hills
Fall 2024,2024-10-29,528.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 10/29-12/17 | Fall 2024,Centerport
Fall 2024,2024-10-29,528.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 10/29-12/17 | Fall 2024,Yaphank
Fall 2024,2024-10-29,528.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 10/29-12/17 | Fall 2024,Huntington Station
Fall 2024,2024-10-29,528.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 10/29-12/17 | Fall 2024,Huntington
Fall 2024,2024-10-31,317.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 10/31-11/21 | Fall 2024,Plainview
Fall 2024,2024-09-12,473.0,Beyond Beginner 202 Ceramics with Amy Tischler | Thurs 6-9 pm | 9/12 - 10/17 | Fall 2024,Huntington Station
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,East Northport
Fall 2024,2024-09-13,430.0,Introduction to Acrylic Painting with Rita Broughton | Fri 10am-12pm| 9/13-10/18| Fall 2024,
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,Dix Hills
Fall 2024,2024-10-31,317.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 10/31-11/21 | Fall 2024,Huntington
Fall 2024,2024-10-31,317.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 10/31-11/21 | Fall 2024,Wantagh
Fall 2024,2024-10-31,317.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 10/31-11/21 | Fall 2024,Plainview
Fall 2024,2024-12-05,237.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 12/5-12/19 | Fall 2024,Plainview
Fall 2024,2024-09-12,430.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 9/12-10-17 | Fall 2024,Kings Park
Fall 2024,2024-09-13,430.0,Introduction to Acrylic Painting with Rita Broughton | Fri 10am-12pm| 9/13-10/18| Fall 2024,Kings Park
Fall 2024,2024-09-12,327.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 9/12-10/17 | Fall 2024,Glen Cove
Fall 2024,2024-10-22,170.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 10/22-11/19 | Fall 2024,Dix Hills
Fall 2024,2024-10-24,345.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 10/24-11/21 |Fall 2024,Northport
Fall 2024,2024-11-26,194.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 11/26-12/17 | Fall 2024,Highland Beach
Fall 2024,2024-10-24,345.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 10/24-11/21 | Fall 2024,Plainview
Fall 2024,2024-09-12,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 9/12-10/24 | Fall 2024,Commack
Fall 2024,2024-09-10,206.0,Open Studio Long Poses with Donna Harlow Moraff | Tue 1pm-4pm | 9/10-10/15 | Fall 2024,Westhampton
Fall 2024,2024-09-12,327.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 9/12-10/17 | Fall 2024,Melville
Fall 2024,2024-10-12,260.0,Watercolors and Illustration Workshop with Jay Stuart | Saturdays 9am- 12pm | 10/12-10/26 | Fall 2024,Smithtown
Fall 2024,2024-10-25,280.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 10/25-11/15 | Fall 2024,Smithtown
Fall 2024,2024-09-11,465.0,Wax Carving Intensive with Jen Salta| Wednesday 6-9 pm | 9/11 - 10/16 | Fall 2024,Huntington
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,E Northport
Fall 2024,2024-09-11,175.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 9/11-10/16 | Fall 2024,Oak Beach
Fall 2024,2024-09-11,175.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 9/11-10/16 | Fall 2024,Oak Beach
Fall 2024,2024-09-11,175.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 9/11-10/16 | Fall 2024,Old Bethpage
Fall 2024,2024-09-12,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 9/12-10/17 | Fall 2024,Huntington
Fall 2024,2024-09-09,448.0,Wheel 102 with Sophie Yoon | Mondays 6pm-9pm | 9/9-10/14 | Fall 2024,
Fall 2024,2024-09-10,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 9/12-10/17 | Fall 2024,East Northport
Fall 2024,2024-09-12,473.0,Beyond Beginner 202 Ceramics with Amy Tischler | Thurs 6-9 pm | 9/12 - 10/17 | Fall 2024,Greenlawn
Fall 2024,2024-09-09,448.0,Wheel 102 with Sophie Yoon | Mondays 6pm-9pm | 9/9-10/14 | Fall 2024,Oyster Bay
Fall 2024,2024-09-14,448.0,Intermediate Wheel Throwing with Jesus Antoshka | Saturdays 9:30am-12:30pm  | 9/14-10/19 | Fall 2024,NY
Fall 2024,2024-11-26,194.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 11/26-12/17 | Fall 2024,Locust Valley
Fall 2024,2024-09-12,430.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 9/12-10-17 | Fall 2024,Merrick
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 9/12-10/17 | Fall 2024,Northport
Fall 2024,2024-09-13,430.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 9/13-10/18 | Fall 2024,Levittown
Fall 2024,2024-09-11,175.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 9/11-10/16 | Fall 2024,Huntington
Fall 2024,2024-10-24,523.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am-12:30pm | 10/24-12/12 | Fall 2024,Huntington
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 9/12-10/17 |Fall 2024,Northport
Fall 2024,2024-09-14,155.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:30pm | 9/14-10/19 | Fall 2024,Northport
Fall 2024,2024-09-12,430.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 9/12-10/17 |Fall 2024,Northport
Fall 2024,2024-10-25,280.0,Art of the Forest: Painting Trees with Shain Bard | Fri 10am-1pm | 10/25-11/15 | Fall 2024,East Northport
Fall 2024,2024-09-13,430.0,Introduction to Acrylic Painting with Rita Broughton | Fri 10am-12pm| 9/13-10/18| Fall 2024,Huntington Station
Fall 2024,2024-09-14,215.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 9/14 - 10/19 | Fall 2024,East Northport
Fall 2024,2024-09-14,215.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 9/14 - 10/19 | Fall 2024,East Northport
Fall 2024,2024-10-29,150.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 10/29-11/19 | Fall 2024,Amityville
Fall 2024,2024-09-11,280.0,Landscape and Nature Photography with Keith Krejci | Wed 6:30-8:30pm | 9/11-10/16 | Fall 2024,West Islip
Fall 2024,2024-10-22,170.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 10/22-11/19 | Fall 2024,Melville
Fall 2024,2024-10-22,170.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues |5:30-7:00pm| 10/22-11/19 | Fall 2024,Melville
Fall 2024,2024-10-22,194.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 10/22-11/19 | Fall 2024,Medford
Fall 2024,2024-10-26,130.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:30pm | 10/26-11/16 | Fall 2024,Huntington
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Brightwaters
Fall 2024,2024-10-12,260.0,Watercolors and Illustration Workshop with Jay Stuart | Saturdays 9am- 12pm | 10/12-10/26 | Fall 2024,Port Washington
Fall 2024,2024-09-10,448.0,Beginners 101 Ceramics with Amy Tischler | Tues 6-9 pm | 9/10 - 10/15 | Fall 2024,Dix Hills
Fall 2024,2024-09-19,260.0,Embroidery Workshop with Betty Lynn Tims | Thursdays 6-9pm| 9/19-10/3| Fall 2024,Greenlawn
Fall 2024,2024-09-28,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 9/28 1-4pm| Fall 2024,Greenlawn
Fall 2024,2024-10-25,280.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 10/25-11/15 | Fall 2024,PLAINVIEW
Fall 2024,2024-11-09,60.0,Color Theory Workshop with Liz Fusco | Saturday 10am-2pm | 11/9 | Fall 2024,Sayville
Fall 2024,2024-10-22,194.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 10/22-11/19 | Fall 2024,Huntington Station
Fall 2024,2024-09-11,448.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 9:30am - 12:30pm | 9/11-10/16 | Fall 2024,Huntington
Fall 2024,2024-09-13,498.0,Intermediate Wheel Throwing with Jesus Antoshka | Fridays 10am-1pm | 9/13-10/18 | Fall 2024,Jericho
Fall 2024,2024-10-29,150.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 10/29-11/19 | Fall 2024,Farmingdale
Fall 2024,2024-10-25,280.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 10/25-11/15 | Fall 2024,Commack
Fall 2024,2024-10-24,237.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 10/24-11/21 | Fall 2024,Greenlawn
Fall 2024,2024-09-28,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 9/28 | Fall 2024,Greenlawn
Fall 2024,2024-09-21,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 9/21 | Fall 2024,Commack
Fall 2024,2024-10-29,150.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 10/29-11/19 | Fall 2024,Dix Hills
Fall 2024,2024-09-25,0.0,Create Nights - Sewing 101 Moderated by Rob Stenzel | 9/25 | 7pm-9pm | Fall 2024,Commack
Fall 2024,2024-10-25,280.0,Art of the Forest: Painting Trees with Shain Bard | Fri 10am-1pm | 10/25-11/15 | Fall 2024,Huntington
